geno	ID	STC_19	DTP_19	EH_19	PH_19	FLH_19	TE_19	TIL_19	LA_19	EL_19	EW_19	KRN_19	GER_19	NEL_19	SL_19	GER_21	LA_21	EH_21	FLH_21	PH_21	TIL_21	TBN_21	DTP_21	AC_21	DTS_21	SC_21	ASI_21	TE_21	TPF_21	SL_21	EL_21	EW_21	COV_21	SOL_21	TP_21	CUR_21	PH_22	FLH_22	EH_22	LA_22	NES_22	TIL_22	TBN_22	EL_22	SL_22	EW_22	COV_22	SOL_22	TP_22	CUR_22	TPF_22	STC_22	DTP_22	AC_22	DTS_22	SC_22	HP_22	TE_22	Carb_Starch.BLUP	Carb_Total.Polysaccharides.BLUP	Carb_WSP.BLUP	Carb_Glucose.BLUP	Carb_Fructose.BLUP	Carb_Sucrose.BLUP	Carb_Total.Sugar.BLUP	Vol_beta_pinene	Vol_β_Myrcene	Vol_beta_ocimene	Vol_linalool	Vol_DMNT	Vol_benzyl_acetate	Vol_methyl_salicylate	Vol_Phenethyl_acetate	Vol_Indole	Vol_methyl_antranilate	Vol_cyclosativene	Vol_epi_sesquithujene	Vol_β_trans_Caryophyllene	Vol_trans_α_Bergamotene	Vol_β_Farnesene	Vol_Humulene	Vol_Germacrene_D	Vol_β_Bisabolene	Vol_β_Cadinene	Vol_γ_Cadinene	Vol_Cadina_diene	Vol_trans_Nerolidol	Vol_TMTT	Vol_Caryophyllene_epoxide	pg21_BLUE	pg28_BLUE	ww21_BLUE	ww28_BLUE	adjpg21_BLUE	adjpg28_BLUE	spg21_BLUE	spg28_BLUE	sww21_BLUE	sww28_BLUE	sadjpg21_BLUE	sadjpg28_BLUE
MDM-1	MDM-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.9134129	38.16089399	32.82895993	94.75071607	132.8048314	2.137164353	7.914344201	65.19021283	-0.016918299	62.92386749	1.985225656	2.201479986	38.46738726	0.943098209	4.935367569	11.36931342	2.729143144	0.828221451	0.949675725	65.60328519	10.67168421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.72898208	147.0166961	70.30570914	53.40253993	271.207096	314.7032328	81.7452008	146.2410364	70.43227719	53.56896579	273.8829109	312.1787515
MDM-5	MDM-5	9.117423064	62.13364469	39.23097024	143.2828635	107.6445119	35.39560233	0.865486478	41.96796	91.47870108	31.88782815	15.11337709	69.65184831	NA	NA	78.22885931	44.63341076	42.34472734	97.88690709	132.5477238	0.052139812	10.86896037	62.51532571	1.983081634	63.57708336	1.977202704	-1.132024878	34.3014964	0.829192076	3.453547186	9.278371749	3.436500222	0.825347557	0.957070988	102.1551363	10.8352719	110.7054301	77.05317379	23.56183863	50.10757401	1.676092468	0.867591584	8.599349682	8.751018752	6.607254237	3.217567519	0.78912716	0.929507575	84.66578741	13.9553267	0.942031216	79.74331651	62.20066982	0.322115052	62.78882837	1.665261485	1.147239743	33.5229369	16.1462837	30.05946497	13.22053679	4.506894141	5.026031407	8.720245817	18.24260581	2314.666667	39178	80210.33333	180934.3333	1365194	11905	2196	831682.3333	3515519.333	190043.3333	176672.3333	6743.666667	77676.66667	184031	691657.3333	35379.33333	755364.3333	27799.33333	26568.66667	28021.33333	182950	11676.66667	314787.6667	2809.333333	79.84239324	162.6233816	71.5198873	51.90503448	279.6072502	343.0154327	79.58097187	161.0717334	71.65581163	52.23793052	279.841514	337.9655697
MDM_1	MDM_1	5.323617318	62.22717081	47.90483602	154.8815909	121.560847	32.95954856	2.522655657	29.66891493	114.5265771	31.3811835	11.7300127	40.88226364	2.370897513	75.86078077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.591979	79.14060744	23.48853594	39.8803838	2.092762719	0.915255798	7.964006434	10.73750416	4.896025045	2.707345084	0.834159556	0.950314696	65.17281724	6.733207251	0.971558264	73.88424717	60.97827346	-0.011218768	61.50041468	1.331923969	1.734899705	31.99321671	15.55544508	34.2813126	18.4019112	4.419439661	3.965180878	8.13611242	16.43464406	291940.6667	104232	42886	257829.3333	477959	15116.66667	135089	98135.66667	374135.6667	23236.33333	542619	14986	266389	112646	48567.66667	53146.33333	68030.66667	21308.33333	64789.33333	28103.66667	97167	5933.666667	95700	3744	86.419364	101.4300028	69.79754918	60.70001735	284.6886527	258.0916119	85.54780441	101.4300497	69.88947447	60.70001562	281.3596089	258.0917442
MDM_12	MDM_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.87791169	43.21636619	36.02245218	101.9888725	124.7484358	0.007428604	8.666936506	58.60743992	-0.016918213	61.14599557	-0.02297812	-2.491903725	22.78134603	0.912770045	10.69317724	14.47144339	3.265856113	0.818210927	0.936189208	80.28896321	11.51386738	127.2710208	97.33175964	35.80995735	42.31936954	1.592764898	0.251637652	11.23598386	14.22819677	12.4296145	3.004133558	0.821047438	0.924661912	58.81368576	11.22103876	0.951695789	78.27598296	60.28834674	-0.011218838	63.21040022	-0.001407861	1.818631307	29.78458542	12.32299968	27.94236969	15.45196395	5.219726199	5.827795336	9.722982348	20.56986466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDM_15	MDM_15	2.070322768	62.83211856	40.36789228	155.0554624	120.3510894	33.95669396	3.371679088	29.5798031	141.4261254	21.99902467	12.91978553	15.91223566	8.907384468	121.1107849	50.57671323	36.74477181	42.58361373	115.728466	155.6621482	1.476628598	11.6734414	63.73228741	-0.01691829	63.41777524	-0.022126346	0.190737026	39.60908306	0.985066561	7.774745435	16.2848517	3.350344623	0.786620008	0.919895109	68.07966994	23.58324478	158.4554306	114.9082038	43.31124594	39.47448123	2.092759655	0.989591206	11.13088252	14.92060726	6.863363893	2.933649951	0.827808102	0.935144571	51.27092025	11.71242799	0.991491472	85.19757307	61.9608043	-0.011218747	62.85047011	-0.001407233	2.754525857	43.56683181	17.56300637	32.17863179	13.75249257	4.332328752	4.972463563	8.690221687	16.89003408	173074.6667	80673.66667	56564	426647.3333	1246048.667	34348	194514.3333	270019.3333	172013.6667	27531	142995.3333	2756	42291.66667	73693	360342.6667	14105	12465.33333	7466.333333	14749	53330.66667	48949.66667	6996.666667	109302	1459	74.03104141	76.6299977	69.18131957	53.30001221	237.1886188	164.089934	72.24420126	76.62997289	69.15902892	53.2999889	233.5190047	164.0899173
MDM_16	MDM_16	5.981644733	63.00792941	59.3676913	177.8371334	139.1495423	38.99556458	1.804184769	42.03685761	151.7227909	40.09777683	19.05553663	46.04682989	10.17224336	164.360781	80.08487314	46.46703709	62.96950424	148.1510458	186.4721149	0.357354959	8.739665023	62.52030241	-0.016917968	64.63312225	-0.016243988	-2.133555843	38.22498107	0.979355784	5.451551287	14.81774565	3.808949844	0.778126126	0.952903249	88.52982269	15.58408355	171.5070961	135.2980444	46.79514256	44.51993424	1.717504568	0.255593558	6.302651464	13.14098306	12.44664303	3.343534067	0.813970559	0.942388215	70.5497126	13.34545593	0.983958107	95.23782907	62.026329	-0.011218404	63.99718186	-0.001404755	1.635884128	36.86386182	18.31292874	29.41225714	9.176347883	5.470097173	5.445478052	5.083430076	16.54612692	16691	60499.5	77656	1459010.5	5837550	28412.5	29497.5	2370559	9496354	661565	213385	41900	35013.5	914022	2878259	83107	78968.5	41449	50790	98784	103713	108459.5	607554.5	3987	85.33490084	57.1016923	69.07101852	58.10253368	272.5221286	136.1780497	84.59247443	56.32587658	69.18397876	58.2689965	269.0388595	133.6532137
MDM_18	MDM_18	9.617423064	62.13364469	51.73097024	168.7828635	133.1445119	35.39560233	1.865486478	41.1014928	143.9787011	41.88782815	20.61337709	73.50184831	8.401228749	133.2357709	73.47289455	42.21621205	50.07998678	127.8156162	161.5971705	0.479884782	7.256981097	62.29900083	-0.01691856	63.11576372	-0.020348379	-0.809520607	33.4546646	0.980388688	8.274534913	15.29010834	4.018795403	0.787452163	0.938849441	67.11431717	18.56806723	134.4655133	101.2918343	36.49857027	42.94221743	1.759427634	0.699043533	6.735653749	12.56622502	9.070379723	3.449252003	0.78886522	0.910466324	61.65817782	24.63927551	0.945041028	63.73396573	60.14783901	-0.011218258	62.09643109	-0.001404733	1.99323493	32.59921046	20.95275674	33.61568285	11.10290896	4.008763601	4.682191073	5.977528859	13.54912214	8864.333333	43573.66667	40593.33333	268594.6667	1811934	9103	8689.666667	833113.6667	3117995	181491	248225.6667	3669.333333	31459.33333	251984.3333	724795.6667	21028.33333	89642.66667	20176	37132.66667	74043	88178.33333	32286.66667	366572.3333	1220	52.78747146	64.73169375	69.83260854	51.85254002	175.7907675	137.6477444	53.00349179	63.95596518	69.89479642	52.01897772	175.8273498	135.123076
MDM_19	MDM_19	12.00174283	59.76265805	32.6691684	138.7744664	98.62809956	38.92276092	2.337555462	44.21463887	118.8543596	29.98482059	11.49234161	92.62669422	4.287204525	72.86077915	41.89828432	55.5494804	22.68370648	78.64647735	114.9312784	1.285634925	7.608724852	65.26803323	-0.016918489	65.6771536	-0.024123614	-0.44999671	36.21500943	0.891877977	7.687858275	13.16862372	3.076696959	0.841956243	0.937671963	86.12890837	9.24197033	126.1290191	87.94132438	21.92734293	57.5411979	1.592758815	2.205616411	7.325367566	14.9620829	8.05794674	2.765272498	0.799461735	0.897585025	71.1676154	14.79060244	0.911988956	64.59925095	57.53627181	0.322114575	58.88694852	-0.001405267	2.953606972	38.48285818	15.43408309	33.79451288	19.17164562	4.358021305	4.330445794	8.166803909	16.33766802	5912.666667	48763	81651.66667	979231.6667	1768494.667	46757.66667	4042.666667	25597	5811125.333	119998.6667	56586.33333	5686	82708	78727.33333	315118.3333	62059.33333	67330.33333	22088.66667	46265	63333	85763.66667	67236.33333	551049	5385	91.90096133	156.3900011	65.33375085	45.90002407	264.8360436	289.0757973	92.68677912	156.3900637	65.4261965	45.90003053	268.153685	289.076087
MDM_2	MDM_2	7.117423064	68.13364469	50.73097024	171.2828635	137.6445119	33.89560233	1.365486478	25.96796	114.9787011	32.38782815	13.61337709	54.25184831	2.009336564	111.0691076	79.02833767	42.13367606	50.43385919	130.5375901	165.7230776	0.062136427	11.69922303	67.92241529	0.316414924	68.3099912	1.974418239	-0.48507294	34.72753823	0.849205895	10.96842936	14.5825681	3.346368269	0.818521301	0.909577542	66.48982487	19.71801823	159.1388916	125.764211	53.58397323	44.18470672	1.592762329	-0.037015424	13.48028028	12.23799283	9.108740715	2.782544902	0.794527841	0.898569585	54.21183013	13.83386997	0.867398415	72.09680067	66.21275466	0.322114938	66.89641042	1.665258348	-0.040571984	33.69994692	13.64292796	31.21141224	17.5091701	4.340572027	4.030337947	6.688307938	15.09392945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.88935901	195.9100017	68.53463326	36.30000452	291.3941598	307.5510282	92.25219442	195.9100578	68.66770023	36.30000801	293.4911938	307.5510961
MDM_20	MDM_20	2.981644733	61.50792941	21.8676913	133.8371334	104.6495423	28.99556458	0.947682968	51.03685761	95.22279089	27.09777683	10.05553663	22.99682989	2.86865349	204.2774399	39.12108817	50.54946205	23.17190522	92.66274696	127.2630187	0.617977293	7.25108443	62.59015481	1.983081576	60.361542	1.979118437	2.197096835	35.00580268	0.912552463	11.90020747	10.46526467	3.049385606	0.82241907	0.948046421	77.92454591	14.48626265	127.4253123	90.80727411	21.07186928	49.21371714	1.95387383	0.998589132	6.825117546	11.52064573	9.438547188	3.033719787	0.835668015	0.93904467	77.07373416	9.709349755	0.969321232	48.24322153	57.64494013	1.655447898	56.20631894	1.331923969	1.234899705	36.15988338	25.03366592	31.48053031	5.674952083	4.541325731	6.079375367	6.267638918	12.88459914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MDM_21	MDM_21	4.070322768	62.83211856	23.61740834	123.2318288	89.72032316	33.32952721	5.871679088	32.0798031	129.7459424	31.47331534	10.91952026	31.31223566	4.513463913	54.61078912	11.64730024	37.33365783	20.81290799	67.22666031	103.9931134	5.214344634	10.50578511	63.55175047	-0.027651814	63.34787933	-0.020034056	0.225251385	36.9330865	0.881290328	9.749081949	12.21000884	3.272740098	0.755294165	0.909018966	74.92111538	16.61275233	122.1304522	87.79717768	23.59999463	31.60898277	1.592762083	2.785431207	9.698338647	13.67567578	5.737622779	3.204207504	0.778710404	0.911286608	67.29340535	14.58796039	0.947819339	76.56073328	57.72197337	-0.011218605	58.78849653	-0.001404993	2.569458327	34.23412217	14.70848775	31.94294597	17.9859367	4.956630576	4.813926815	10.08268348	20.0987067	14428	80669.5	1424643	2213642.5	4326748	16720.5	295025	272891	840523.5	65015.5	178071	7317.5	143608	86491	558506	67157	1022468	40283.5	31537	113364	211629	72289	685553	5520.5	49.92811731	119.2299898	69.19839672	NA	161.8739718	NA	50.00986259	119.2297316	69.23378463	NA	162.8359772	NA
MDM_23	MDM_23	4.542254027	58.77407967	36.45835887	115.8496106	89.50200687	25.85596009	1.029409714	29.55810492	149.3659404	37.84645175	13.06534619	34.97625091	4.471297489	95.48576913	85.3069044	40.13298128	29.7679302	80.91326374	105.5743594	0.054080781	12.69538894	63.44154511	-0.016918229	64.42796039	-0.020733789	-1.107797711	24.75410697	0.943032931	6.364430431	13.86180519	3.428386627	0.786497513	0.937387236	85.76661243	13.80932851	104.9397265	79.05318116	24.3417485	44.55455526	1.426090725	-0.012741705	11.1686903	12.77402508	10.04847679	3.102736252	0.781405581	0.933637262	70.28495443	13.83039316	0.928077956	89.44678742	61.55414556	-0.011218782	63.0817789	-0.001408654	2.25047622	26.02587618	11.77819765	29.5488013	18.32279156	4.394057161	4.655110615	9.524817935	17.42090136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.38342506	108.3466949	72.07746517	66.05250804	264.077121	326.0925697	76.91512656	107.5709713	72.05083421	66.21895391	262.3639702	323.5677606
MDM_6	MDM_6	2.145945343	74.1923937	43.16263107	125.0983346	99.00533331	25.40881169	-0.195815231	54.96796	108.9714638	24.55606815	14.01558206	8.151848313	5.981361988	100.6107744	65.29892185	49.96706035	34.39156506	78.1381361	101.8650438	0.6955994	8.751136129	71.90319966	-0.016918268	71.58866852	-0.016538308	0.220706624	24.1533657	0.974176489	6.540549514	11.62102252	2.868405425	0.837689896	0.951337025	82.73671032	9.93174418	104.0301849	80.40650407	50.91564008	46.63309095	1.50942441	1.35135613	11.07106187	10.24945257	7.641593106	2.679023215	0.84363768	0.950098785	69.1628299	7.225652384	0.967410264	74.75499967	62.33707878	-0.011218771	64.03191085	-0.001408742	1.685737042	23.70715211	14.3953755	29.01848384	14.94274351	4.513978107	4.361018374	5.041411384	14.6878265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.90935901	94.98000169	68.13463326	59.40000452	309.7202781	233.9408945	99.27219442	94.9800578	68.26770023	59.40000801	311.8173121	233.9409624
MDM_8	MDM_8	12.97367409	63.20461915	23.759635	124.5686146	88.77901706	34.32202704	1.495286088	42.19294068	135.6342661	26.09510233	10.1380349	100.1407095	4.393137227	78.4024492	81.00816464	44.9663939	25.29626878	90.81372752	127.4276223	0.310345558	10.78817926	60.92502569	1.983081576	63.02771311	1.64356511	-2.14469678	36.15145107	0.87698128	7.913253853	14.88202568	3.247525393	0.821133539	0.937817568	77.9459374	18.99162537	135.3213314	95.21340009	20.09255916	41.75406537	1.648314877	1.936283263	9.867224907	13.85327392	10.35533343	3.076780076	0.7486783	0.894529717	52.78408385	15.01265544	0.961105943	67.00272202	60.99134088	0.65544796	64.73176195	0.331926108	3.49203296	40.00760019	13.5590366	27.49328781	13.638172	5.45196755	5.648522075	8.538835559	19.40557528	3289	37168.5	113052	795263.5	1525342.5	25335.5	160	2734.5	5235338	7664	133382	6139	43047.5	104660.5	379125.5	18867	245499	17762	20239	65788.5	133826.5	50395	661725.5	2375.5	89.80641976	105.6000018	69.42024909	58.59991993	305.2162893	255.0724601	91.35306807	105.6000995	69.34519148	58.59990497	311.1457875	255.0726171
MDM_9	MDM_9	8.145491806	60.69168358	44.16263107	155.0983346	126.0053333	32.40881169	1.207755852	51.12319098	105.1987946	32.77754641	12.4676838	62.13783306	2.558033207	153.2357915	48.09049463	49.04941516	26.70803294	88.13900827	121.7217764	0.35897707	8.889871635	62.46630427	1.983081819	59.26119397	1.982727347	2.933600198	33.3034747	0.924193622	9.406662074	9.429066632	2.888202384	0.823443328	0.942634369	75.84082999	9.438974286	97.68456336	93.30136407	58.67404093	55.67497498	1.426093137	-0.08564134	9.8967545	9.953738645	8.693806961	3.270014735	0.821955063	0.927480585	85.13462851	25.12552127	0.956488648	80.84243234	60.59942329	1.995499718	59.13683769	1.502405374	0.884457429	4.157068383	18.16324531	33.22458235	14.36618031	3.30095566	3.753691631	5.231348306	11.88398061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.73730353	NA	64.49650841	NA	156.2492751	NA	55.93131469	NA	64.54965866	NA	156.4787174	NA
MR10	MR10	8.570322768	61.83211856	50.86789228	168.0554624	133.8510894	33.45669396	1.371679088	49.0798031	115.0860339	27.73617001	8.419652896	65.86223566	2.073968345	56.98578656	27.77613888	54.97089925	28.73616454	101.3423166	138.5231015	0.995820533	3.245363788	66.17697729	0.002274735	68.05899363	-0.011894175	-1.930584887	37.47793403	0.849516032	7.11411951	12.46520563	2.447765936	0.867543763	0.933063454	60.74856689	11.14536082	131.0230599	96.63651449	23.25841516	47.22122192	1.259424059	-0.012741705	3.835356968	11.6337686	5.981057799	2.632632875	0.834721267	0.929753242	51.64170716	11.00755159	0.900717379	63.80576178	61.55414556	-0.011218782	63.41511224	-0.001408654	0.944920664	34.52587618	24.46930128	29.90073308	2.361750919	5.099230715	5.719585813	12.00102921	14.00617831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.60781176	72.66004851	53.7867338	40.77180478	33.87266488	130.1775245	NA	NA	NA	NA	NA	NA
MR14	MR14	6.570322768	49.83211856	25.36789228	132.0554624	102.3510894	27.45669396	2.371679088	63.0798031	124.5860339	26.23617001	8.419652896	50.51223566	1.928520112	64.73578436	31.78896586	66.78393082	24.79556	104.3088713	141.4878076	1.610288455	10.04132789	57.73846394	0.64974835	50.89360849	-0.026361942	2.246592041	36.5690136	0.972441245	7.442739739	14.41997066	2.866772205	0.836447122	0.920638528	48.50559387	15.40032078	129.6306638	91.70604339	17.83711983	55.37285755	1.342756757	1.752619217	8.350539495	16.07926815	9.07766749	3.243134013	0.772833278	0.924193979	55.16327808	11.96653112	0.953826588	72.33393236	52.21777734	-0.011218438	52.22909361	-0.001405183	2.564831751	37.60632116	NA	NA	NA	NA	NA	NA	NA	123570.6667	14903.66667	25751	126050	470972	6474	161474.3333	53376	614229	8378.666667	115481.6667	7704	389557.6667	223747.6667	53851.66667	82527	32686.66667	95022	24332	44623	39234.66667	8778.666667	99538.33333	11038	3.435386341	22.27998984	53.33302083	35.90005809	7.697176124	34.75817869	3.870817946	22.27973161	53.33722185	35.90011039	9.078236883	34.75784104
MSR_su	MSR_su	4.145038269	64.19097346	33.11837622	153.8790961	111.9818556	41.58386072	1.611326934	36.27842197	133.4261254	37.99902467	15.91978553	15.72669422	NA	NA	68.69762362	42.46635053	38.32047856	121.2927287	155.9876581	0.143344172	8.293027557	65.26810462	1.983081434	64.46475835	1.97523387	0.840842118	34.85437787	0.888596261	6.029736658	14.54019579	4.372226543	0.797787365	0.911432166	91.5110229	27.01679769	147.6792369	111.4678384	33.9958446	54.49586811	1.509430016	0.071676292	11.49284813	14.80050701	6.603155395	3.568698151	0.844577488	0.938887905	72.03138226	14.61707566	0.944896886	87.71448548	63.40225231	1.988781573	62.19899414	1.998595808	0.269970627	36.30650048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.10584828	90.47338888	70.3637726	54.40507765	308.1641167	200.1098181	91.83390723	88.92187262	70.4303474	54.73796034	308.7070667	195.0604386
Ma2402	Ma2402	10.54225403	50.27407967	15.95835887	114.3496106	82.50200687	30.85596009	2.029409714	58.55810492	121.8659404	31.84645175	11.06534619	81.07625091	4.297243355	152.610781	75.63195965	57.46622328	14.95824144	74.29434409	99.93815522	1.047311082	8.441450796	48.45475632	-0.016918334	51.44355787	-0.02001688	-3.090867684	25.47234731	0.928848806	11.80602326	11.81871602	3.183535099	0.863899144	0.951932803	70.13051436	8.907487302	86.915155	58.11316015	8.7892869	63.31020732	1.134172836	0.607981246	5.316753024	9.628449041	7.078150791	2.915152983	0.809320437	0.939756898	62.56196627	9.806687881	0.884592868	75.93151788	53.07593696	-0.011218607	53.35521915	-0.001404666	2.191345273	28.71970517	15.78993668	30.90465937	15.13656105	4.879466343	4.982868922	8.497059748	18.3580212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.8254069	70.20998984	67.16908108	50.90005809	266.1979267	142.9938784	87.60028364	70.20973161	67.24057244	50.90011039	266.0742038	142.9935407
Ma32	Ma32	8.570322768	54.83211856	23.36789228	135.5554624	100.3510894	34.45669396	2.871679088	59.0798031	147.0860339	33.73617001	14.9196529	65.86223566	4.785579697	143.735795	67.05161158	63.21577113	29.8360789	103.5509333	134.1459425	1.305639504	10.90915227	56.5834349	-0.016918667	57.4725154	-0.021175816	-0.831215308	30.71258057	0.972375413	6.113406278	13.02123803	3.388137194	0.835790686	0.941423878	78.57156746	15.7093226	116.6989947	87.00454811	20.25702588	54.06145446	1.426095826	0.483918856	4.270537953	11.97941616	10.65992314	3.105615758	0.817008427	0.937022145	60.64970787	10.41461621	0.880011243	79.60603451	54.81651872	0.322114508	56.84526898	0.331926815	2.471539568	30.00832273	19.20411197	35.57042921	15.40636619	3.93529928	3.878928396	6.661886499	14.05392839	259505.6667	56361.33333	21002.66667	492846	2967846.333	13222.66667	436.3333333	47436.66667	4405765.667	68006	372478	11359	43870	493670.3333	1095776.333	54516.33333	48502.33333	34362.33333	39584	164446.6667	140099.3333	165102	252265	3628.333333	108.7109448	107.5499977	67.29754608	45.00001221	329.5518606	195.5454527	107.6815542	107.5499729	67.31968816	44.9999889	327.9885287	195.545436
Ma401	Ma401	7.973674088	66.20461915	49.759635	191.5686146	153.7790171	37.82202704	1.995286088	57.19294068	NA	NA	NA	61.69070947	0.498729749	84.36077648	48.27047905	55.22238153	30.46369524	108.0342412	144.0911149	1.404681509	8.09004932	67.91420441	1.316415194	67.35073553	1.978936646	0.526684362	35.48424931	0.83112366	7.479109719	18.49448568	2.271658801	0.767848047	0.812232702	34.78058926	21.80785186	137.7454785	104.257675	29.56303324	55.45850039	1.759426144	0.306898181	7.307247635	18.51934364	6.410619948	2.649104831	0.790004092	0.811322144	32.67297395	24.69043642	0.946915468	85.31667962	60.61488874	0.3221148	61.82143681	0.998595967	0.85101727	33.86694166	10.61595061	20.30635506	9.675525444	6.819365681	6.964348388	13.95268271	28.22470252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.44528431	NA	76.31574399	NA	43.75861298	NA	9.781286075	NA	76.20501505	NA	39.82925272	NA
Ma5125	Ma5125	8.337895756	55.57890387	41.39635606	147.1228845	118.2840474	28.9219893	1.077482578	41.12830549	95.3783559	36.80505101	17.08019443	64.98569105	4.456189461	74.74999279	0.774511151	48.20729819	19.41413304	71.82799409	94.55021258	-0.003287441	10.9890624	69.19307936	-0.055304004	69.7910698	-0.0422913	-0.548557082	21.88750701	0.769965503	7.229439004	11.51802803	3.410926915	0.84535464	0.920776407	67.91793583	22.26756049	78.7766133	59.45439802	17.63811293	60.03852314	1.592764752	0.527685701	10.54511099	7.824126624	5.26598443	3.502400657	0.77346043	0.920433936	80.3384918	23.95289258	0.897229467	66.30681325	61.15495845	-0.011218527	60.84553595	-0.001407198	1.352684026	19.40223286	12.61296607	31.74489545	19.09282833	4.450429252	4.476015433	7.66696761	17.49580517	476161	98743.33333	88742.66667	1528293.667	103142.3333	41533.66667	1189.666667	3624200	14891387	317013.6667	1219198.667	25685.33333	187228	1412675.667	3134561.667	63044	121294.3333	34363.33333	155859.6667	69434.33333	252754.3333	573109.3333	948907.6667	4228.333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ma83608	Ma83608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.43517662	44.6330851	26.25312193	94.97703713	121.1459433	0.827274226	6.676836432	51.36184638	-0.01691822	53.09192837	-0.018966039	-1.810268382	25.9704503	0.982889158	5.584234465	13.07712038	3.659567268	0.864621938	0.956643652	93.29579889	12.34193351	94.91034929	68.0741263	13.78247627	46.53588236	1.676090331	0.301574067	2.10639237	9.481223346	6.202086221	2.876658005	0.815681413	0.907858712	67.96952553	13.94498075	0.923918139	80.01914938	56.1069892	-0.011218682	55.9762974	-0.00140645	1.640921966	26.94909448	15.73050464	29.11458242	12.74819369	5.067762519	5.212029742	6.938066118	17.04286646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maiz_Amarilla_Evergreen	Maiz_Amarilla_Evergreen	4.042254027	60.27407967	39.45835887	151.8496106	114.5020069	36.85596009	3.029409714	50.55810492	140.8659404	46.34645175	12.56534619	31.12625091	6.434067683	166.2774477	66.6411775	58.05055404	47.16507794	118.5858082	151.7035286	0.55153839	9.281201543	59.71266912	1.983081642	59.54193002	1.974408796	0.152935034	32.64386785	0.968917861	12.68824841	15.0531262	4.288704859	0.830367248	0.937396579	84.77009649	21.04190233	130.5706527	102.8949825	36.00423496	53.74807566	1.59275663	0.60092557	7.775750507	12.26952592	14.98825181	3.63715453	0.802482951	0.9349001	85.82042876	14.52384678	0.954992933	83.26379334	56.95035099	1.322114374	57.80596015	1.331926926	2.451296521	28.12510021	NA	NA	NA	NA	NA	NA	NA	85611.5	175924	70144.5	2882602	3517793.5	35511.5	167649.5	27120.5	5997191	100560.5	169750	7047	93104	199557	1265303	14462	19776.5	33049.5	12332.5	60431	60259.5	165481.5	376049	4494.5	NA	89.14000504	73.28726243	59.39995339	NA	219.5566419	NA	89.14006186	73.20155004	59.39996801	NA	219.5564927
